TagNO,Description,Trip Level,High/Low,Date,Time
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,1,27-01-2023,11:19:57
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,27-01-2023,11:19:59
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,27-01-2023,11:20:01
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,27-01-2023,11:20:03
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,1,27-01-2023,11:20:05
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,0,27-01-2023,11:20:07
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,0,27-01-2023,11:20:09
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,27-01-2023,11:38:55
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,27-01-2023,11:38:57
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,27-01-2023,11:38:59
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,27-01-2023,11:39:01
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,27-01-2023,11:39:03
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,0,27-01-2023,11:39:05
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,27-01-2023,11:39:07
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,27-01-2023,11:39:56
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,27-01-2023,11:39:58
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,27-01-2023,11:40:00
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,27-01-2023,11:40:02
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,27-01-2023,11:40:04
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,27-01-2023,11:45:29
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,27-01-2023,11:45:31
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,27-01-2023,11:45:33
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,27-01-2023,11:45:35
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,27-01-2023,11:45:37
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,0,27-01-2023,11:45:39
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,0,27-01-2023,11:45:41
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,1,27-01-2023,11:45:43
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,0,27-01-2023,11:45:45
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,27-01-2023,11:45:47
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,27-01-2023,11:45:49
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,0,27-01-2023,11:45:51
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,1,27-01-2023,11:45:53
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,0,27-01-2023,11:45:55
LDPT3000,Lowe Deck Pressure Transmitter Pump1,HH,0,27-01-2023,11:45:57
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,1,27-01-2023,11:45:59
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,27-01-2023,11:51:02
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,27-01-2023,11:51:04
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,27-01-2023,11:51:06
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,27-01-2023,11:51:08
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,27-01-2023,11:51:10
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,27-01-2023,11:51:12
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,27-01-2023,11:51:14
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,0,27-01-2023,11:51:16
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,0,27-01-2023,11:51:18
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,0,27-01-2023,11:51:20
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,27-01-2023,11:51:22
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,0,27-01-2023,11:51:24
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,0,27-01-2023,11:51:26
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,1,27-01-2023,11:51:28
LDPT3000,Lowe Deck Pressure Transmitter Pump1,HH,1,27-01-2023,11:51:30
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,0,27-01-2023,11:51:32
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,27-01-2023,12:02:37
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,27-01-2023,12:02:39
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,27-01-2023,12:02:41
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,27-01-2023,12:02:43
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,27-01-2023,12:02:45
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,27-01-2023,12:02:47
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,27-01-2023,12:02:49
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,1,27-01-2023,12:02:51
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,0,27-01-2023,12:02:53
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,27-01-2023,12:02:55
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,27-01-2023,12:02:57
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,0,27-01-2023,12:02:59
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,1,27-01-2023,12:03:01
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,0,27-01-2023,12:03:03
LDPT3000,Lowe Deck Pressure Transmitter Pump1,HH,0,27-01-2023,12:03:05
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,1,27-01-2023,12:03:07
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,27-01-2023,12:05:10
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,27-01-2023,12:05:12
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,27-01-2023,12:05:14
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,0,27-01-2023,12:05:16
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,0,27-01-2023,12:05:18
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,0,27-01-2023,12:05:20
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,0,27-01-2023,12:05:22
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,27-01-2023,12:06:51
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,27-01-2023,12:06:53
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,27-01-2023,12:06:55
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,27-01-2023,12:06:57
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,27-01-2023,12:06:59
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,27-01-2023,12:07:01
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,27-01-2023,12:07:03
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,0,27-01-2023,12:07:05
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,0,27-01-2023,12:07:07
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,0,27-01-2023,12:07:09
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,27-01-2023,12:07:11
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,0,27-01-2023,12:07:13
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,0,27-01-2023,12:07:15
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,1,27-01-2023,12:07:17
LDPT3000,Lowe Deck Pressure Transmitter Pump1,HH,0,27-01-2023,12:07:19
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,0,27-01-2023,12:07:21
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,27-01-2023,12:08:37
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,27-01-2023,12:08:39
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,27-01-2023,12:08:41
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,27-01-2023,12:08:43
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,27-01-2023,12:08:45
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,0,27-01-2023,12:08:47
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,27-01-2023,12:08:49
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,1,27-01-2023,12:08:51
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,0,27-01-2023,12:08:53
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,27-01-2023,12:08:55
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,27-01-2023,12:08:57
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,1,27-01-2023,12:08:59
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,0,27-01-2023,12:09:01
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,1,27-01-2023,12:09:03
LDPT3000,Lowe Deck Pressure Transmitter Pump1,HH,0,27-01-2023,12:09:05
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,0,27-01-2023,12:09:07
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,27-01-2023,12:11:38
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,27-01-2023,12:11:40
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,27-01-2023,12:11:42
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,27-01-2023,12:11:44
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,27-01-2023,12:11:46
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,0,27-01-2023,12:11:48
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,27-01-2023,12:11:50
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,1,27-01-2023,12:11:52
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,27-01-2023,12:11:54
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,0,27-01-2023,12:11:56
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,27-01-2023,12:11:58
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,0,27-01-2023,12:12:00
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,0,27-01-2023,12:12:02
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,27-01-2023,15:35:35
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,27-01-2023,15:35:37
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,27-01-2023,15:35:39
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,27-01-2023,15:35:41
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,27-01-2023,15:35:43
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,27-01-2023,15:35:45
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,27-01-2023,15:37:04
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,27-01-2023,15:37:06
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,27-01-2023,15:37:08
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,27-01-2023,15:37:10
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,27-01-2023,15:37:12
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,0,27-01-2023,15:37:14
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,27-01-2023,15:37:16
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,0,27-01-2023,15:37:18
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,27-01-2023,15:38:54
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,27-01-2023,15:38:56
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,27-01-2023,15:38:58
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,27-01-2023,15:39:00
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,27-01-2023,15:39:02
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,27-01-2023,15:39:04
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,27-01-2023,15:39:30
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,27-01-2023,15:39:32
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,27-01-2023,15:39:34
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,27-01-2023,15:39:36
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,27-01-2023,15:39:38
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,0,27-01-2023,15:39:40
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,27-01-2023,15:39:42
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,1,27-01-2023,15:39:44
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,27-01-2023,15:40:13
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,27-01-2023,15:40:15
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,27-01-2023,15:40:17
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,27-01-2023,15:40:19
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,27-01-2023,15:40:21
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,27-01-2023,15:40:23
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,27-01-2023,15:40:25
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,0,27-01-2023,15:40:27
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,27-01-2023,15:42:30
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,27-01-2023,15:42:32
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,27-01-2023,15:42:34
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,27-01-2023,15:42:36
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,27-01-2023,15:42:38
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,0,27-01-2023,15:42:40
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,27-01-2023,15:42:42
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,27-01-2023,15:43:50
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,27-01-2023,15:43:52
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,27-01-2023,15:43:54
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,27-01-2023,15:43:56
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,27-01-2023,15:43:58
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,27-01-2023,15:44:00
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,0,27-01-2023,15:44:02
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,1,27-01-2023,15:44:04
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,27-01-2023,15:47:51
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,27-01-2023,15:47:53
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,27-01-2023,15:47:55
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,27-01-2023,15:47:57
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,27-01-2023,15:47:59
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,27-01-2023,15:48:01
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,27-01-2023,15:48:03
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,0,27-01-2023,15:48:05
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,27-01-2023,15:48:07
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,27-01-2023,15:48:09
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,27-01-2023,15:48:11
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,0,27-01-2023,15:48:13
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,0,27-01-2023,15:48:15
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,0,27-01-2023,15:48:17
LDPT3000,Lowe Deck Pressure Transmitter Pump1,HH,0,27-01-2023,15:48:19
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,1,27-01-2023,15:48:21
