TagNO,Description,Trip Level,High/Low,Date,Time
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,03-02-2023,09:39:10
LDPT3000,Lower Deck Pressure Transmitter Pump1,HH,0,03-02-2023,09:39:10
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,0,03-02-2023,09:39:11
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,03-02-2023,09:39:39
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,03-02-2023,09:39:39
LDPT2001,Lower Deck Pressure Transmitetr Valve2,HH,0,03-02-2023,09:39:39
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,03-02-2023,09:39:39
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,03-02-2023,09:39:39
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,0,03-02-2023,09:39:39
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,03-02-2023,09:39:39
LDPT3000,Lower Deck Pressure Transmitter Pump1,HH,1,03-02-2023,09:39:39
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,0,03-02-2023,09:39:40
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,03-02-2023,09:40:33
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,03-02-2023,09:40:33
LDPT2001,Lower Deck Pressure Transmitetr Valve2,HH,0,03-02-2023,09:40:33
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,03-02-2023,09:40:33
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,0,03-02-2023,09:40:34
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,03-02-2023,09:40:34
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,03-02-2023,09:40:34
LDPT3000,Lower Deck Pressure Transmitter Pump1,HH,1,03-02-2023,09:40:34
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,0,03-02-2023,09:40:34
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,03-02-2023,09:42:44
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,03-02-2023,09:42:44
LDPT2001,Lower Deck Pressure Transmitetr Valve2,HH,1,03-02-2023,09:42:44
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,03-02-2023,09:42:44
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,0,03-02-2023,09:42:44
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,03-02-2023,09:42:45
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,03-02-2023,09:42:45
LDPT3000,Lower Deck Pressure Transmitter Pump1,HH,0,03-02-2023,09:42:45
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,1,03-02-2023,09:42:45
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,03-02-2023,09:43:04
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,03-02-2023,09:43:04
LDPT2001,Lower Deck Pressure Transmitetr Valve2,HH,0,03-02-2023,09:43:04
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,03-02-2023,09:43:04
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,0,03-02-2023,09:43:04
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,03-02-2023,09:43:04
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,03-02-2023,09:43:04
LDPT3000,Lower Deck Pressure Transmitter Pump1,HH,0,03-02-2023,09:43:04
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,0,03-02-2023,09:43:05
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,03-02-2023,09:44:00
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,03-02-2023,09:44:00
LDPT2001,Lower Deck Pressure Transmitetr Valve2,HH,0,03-02-2023,09:44:01
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,03-02-2023,09:44:01
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,03-02-2023,09:44:01
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,0,03-02-2023,09:44:01
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,03-02-2023,09:44:01
LDPT3000,Lower Deck Pressure Transmitter Pump1,HH,1,03-02-2023,09:44:01
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,0,03-02-2023,09:44:01
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,03-02-2023,10:12:46
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,03-02-2023,10:12:46
LDPT2001,Lower Deck Pressure Transmitetr Valve2,HH,0,03-02-2023,10:12:46
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,03-02-2023,10:12:46
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,03-02-2023,10:12:46
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,03-02-2023,10:12:46
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,03-02-2023,10:12:46
LDPT3000,Lower Deck Pressure Transmitter Pump1,HH,0,03-02-2023,10:12:47
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,1,03-02-2023,10:12:47
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,03-02-2023,10:20:17
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,03-02-2023,10:20:17
LDPT2001,Lower Deck Pressure Transmitetr Valve2,HH,0,03-02-2023,10:20:17
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,03-02-2023,10:20:18
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,0,03-02-2023,10:20:18
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,03-02-2023,10:20:18
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,03-02-2023,10:20:18
LDPT3000,Lower Deck Pressure Transmitter Pump1,HH,1,03-02-2023,10:20:18
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,1,03-02-2023,10:20:18
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,03-02-2023,11:27:08
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,03-02-2023,11:27:08
LDPT2001,Lower Deck Pressure Transmitetr Valve2,HH,1,03-02-2023,11:27:08
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,03-02-2023,11:27:08
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,03-02-2023,11:27:08
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,0,03-02-2023,11:27:08
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,03-02-2023,11:27:09
LDPT3000,Lower Deck Pressure Transmitter Pump1,HH,0,03-02-2023,11:27:09
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,0,03-02-2023,11:27:09
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,03-02-2023,11:29:36
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,03-02-2023,11:29:36
LDPT2001,Lower Deck Pressure Transmitetr Valve2,HH,0,03-02-2023,11:29:36
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,03-02-2023,11:29:37
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,0,03-02-2023,11:29:37
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,0,03-02-2023,11:29:37
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,03-02-2023,11:29:37
LDPT3000,Lower Deck Pressure Transmitter Pump1,HH,0,03-02-2023,11:29:37
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,0,03-02-2023,11:29:37
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,03-02-2023,11:31:44
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,03-02-2023,11:31:44
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,03-02-2023,11:31:45
LDPT2001,Lower Deck Pressure Transmitetr Valve2,HH,0,03-02-2023,11:31:44
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,03-02-2023,11:31:45
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,03-02-2023,11:31:45
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,03-02-2023,11:31:45
LDPT3000,Lower Deck Pressure Transmitter Pump1,HH,0,03-02-2023,11:31:45
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,0,03-02-2023,11:31:45
EDSD1000,East Deck Smoke Detector 1,HH,1,03-02-2023,11:36:14
EDSD1001,East Deck Smoke Detector 2,HH,1,03-02-2023,11:36:14
EDSD1002,East Deck Smoke Detector 3,HH,0,03-02-2023,11:36:14
EDSD1003,East Deck Smoke Detector 4,HH,0,03-02-2023,11:36:14
EDSD1004,East Deck Smoke Detector 5,HH,0,03-02-2023,11:36:14
EDSD1005,East Deck Smoke Detector 6,HH,0,03-02-2023,11:36:15
EDSD1006,East Deck Smoke Detector 7,HH,1,03-02-2023,11:36:15
EDSD1007,East Deck Smoke Detector 8,HH,0,03-02-2023,11:36:15
EDSD1008,East Deck Smoke Detector 9,HH,0,03-02-2023,11:36:15
EDSD1009,East Deck Smoke Detector 10,HH,0,03-02-2023,11:36:15
EDFD2000,East Deck Heat Detector 1,HH,0,03-02-2023,11:36:15
EDFD2001,East Deck Heat Detector 2,HH,1,03-02-2023,11:36:15
EDFD2002,East Deck Heat Detector 3,HH,1,03-02-2023,11:36:16
EDHV3000,East Deck HVAC System 1,HH,0,03-02-2023,11:36:16
EDHV3001,East Decl HVAC System 2,HH,1,03-02-2023,11:36:16
EDSD1000,East Deck Smoke Detector 1,HH,1,03-02-2023,11:37:53
EDSD1001,East Deck Smoke Detector 2,HH,1,03-02-2023,11:37:53
EDSD1002,East Deck Smoke Detector 3,HH,0,03-02-2023,11:37:53
EDSD1003,East Deck Smoke Detector 4,HH,1,03-02-2023,11:37:53
EDSD1004,East Deck Smoke Detector 5,HH,0,03-02-2023,11:37:53
EDSD1005,East Deck Smoke Detector 6,HH,0,03-02-2023,11:37:53
EDSD1006,East Deck Smoke Detector 7,HH,1,03-02-2023,11:37:53
EDSD1007,East Deck Smoke Detector 8,HH,1,03-02-2023,11:37:54
EDSD1008,East Deck Smoke Detector 9,HH,0,03-02-2023,11:37:54
EDSD1009,East Deck Smoke Detector 10,HH,0,03-02-2023,11:37:54
EDFD2000,East Deck Heat Detector 1,HH,1,03-02-2023,11:37:54
EDFD2001,East Deck Heat Detector 2,HH,1,03-02-2023,11:37:54
EDFD2002,East Deck Heat Detector 3,HH,0,03-02-2023,11:37:54
EDHV3000,East Deck HVAC System 1,HH,0,03-02-2023,11:37:54
EDHV3001,East Decl HVAC System 2,HH,1,03-02-2023,11:37:54
EDSD1000,East Deck Smoke Detector 1,HH,1,03-02-2023,11:41:04
EDSD1001,East Deck Smoke Detector 2,HH,0,03-02-2023,11:41:05
EDSD1002,East Deck Smoke Detector 3,HH,0,03-02-2023,11:41:05
EDSD1003,East Deck Smoke Detector 4,HH,1,03-02-2023,11:41:05
EDSD1004,East Deck Smoke Detector 5,HH,1,03-02-2023,11:41:05
EDSD1005,East Deck Smoke Detector 6,HH,0,03-02-2023,11:41:05
EDSD1006,East Deck Smoke Detector 7,HH,0,03-02-2023,11:41:05
EDSD1007,East Deck Smoke Detector 8,HH,1,03-02-2023,11:41:05
EDSD1008,East Deck Smoke Detector 9,HH,1,03-02-2023,11:41:06
EDSD1009,East Deck Smoke Detector 10,HH,0,03-02-2023,11:41:06
EDFD2000,East Deck Heat Detector 1,HH,0,03-02-2023,11:41:06
EDFD2001,East Deck Heat Detector 2,HH,0,03-02-2023,11:41:06
EDFD2002,East Deck Heat Detector 3,HH,1,03-02-2023,11:41:06
EDHV3000,East Deck HVAC System 1,HH,0,03-02-2023,11:41:06
EDHV3001,East Decl HVAC System 2,HH,1,03-02-2023,11:41:06
EDSD1000,East Deck Smoke Detector 1,HH,0,03-02-2023,11:41:38
EDSD1001,East Deck Smoke Detector 2,HH,1,03-02-2023,11:41:38
EDSD1002,East Deck Smoke Detector 3,HH,0,03-02-2023,11:41:38
EDSD1003,East Deck Smoke Detector 4,HH,1,03-02-2023,11:41:38
EDSD1004,East Deck Smoke Detector 5,HH,0,03-02-2023,11:41:38
EDSD1005,East Deck Smoke Detector 6,HH,1,03-02-2023,11:41:39
EDSD1006,East Deck Smoke Detector 7,HH,0,03-02-2023,11:41:39
EDSD1008,East Deck Smoke Detector 9,HH,0,03-02-2023,11:41:39
EDSD1007,East Deck Smoke Detector 8,HH,0,03-02-2023,11:41:39
EDSD1009,East Deck Smoke Detector 10,HH,1,03-02-2023,11:41:39
EDFD2000,East Deck Heat Detector 1,HH,1,03-02-2023,11:41:39
EDFD2002,East Deck Heat Detector 3,HH,0,03-02-2023,11:41:39
EDFD2001,East Deck Heat Detector 2,HH,0,03-02-2023,11:41:39
EDHV3000,East Deck HVAC System 1,HH,0,03-02-2023,11:41:40
EDHV3001,East Decl HVAC System 2,HH,1,03-02-2023,11:41:40
EDSD1000,East Deck Smoke Detector 1,HH,0,03-02-2023,11:53:00
EDSD1001,East Deck Smoke Detector 2,HH,0,03-02-2023,11:53:01
EDSD1002,East Deck Smoke Detector 3,HH,0,03-02-2023,11:53:01
EDSD1003,East Deck Smoke Detector 4,HH,1,03-02-2023,11:53:01
EDSD1004,East Deck Smoke Detector 5,HH,1,03-02-2023,11:53:01
EDSD1005,East Deck Smoke Detector 6,HH,0,03-02-2023,11:53:01
EDSD1006,East Deck Smoke Detector 7,HH,1,03-02-2023,11:53:01
EDSD1007,East Deck Smoke Detector 8,HH,1,03-02-2023,11:53:01
EDSD1008,East Deck Smoke Detector 9,HH,1,03-02-2023,11:53:01
EDSD1009,East Deck Smoke Detector 10,HH,0,03-02-2023,11:53:02
EDFD2000,East Deck Heat Detector 1,HH,0,03-02-2023,11:53:02
EDFD2001,East Deck Heat Detector 2,HH,1,03-02-2023,11:53:02
EDFD2002,East Deck Heat Detector 3,HH,1,03-02-2023,11:53:02
EDHV3000,East Deck HVAC System 1,HH,1,03-02-2023,11:53:02
EDHV3001,East Decl HVAC System 2,HH,0,03-02-2023,11:53:02
EDSD1000,East Deck Smoke Detector 1,HH,0,03-02-2023,11:53:51
EDSD1001,East Deck Smoke Detector 2,HH,0,03-02-2023,11:53:51
EDSD1002,East Deck Smoke Detector 3,HH,0,03-02-2023,11:53:51
EDSD1003,East Deck Smoke Detector 4,HH,1,03-02-2023,11:53:52
EDSD1004,East Deck Smoke Detector 5,HH,0,03-02-2023,11:53:52
EDSD1005,East Deck Smoke Detector 6,HH,1,03-02-2023,11:53:52
EDSD1006,East Deck Smoke Detector 7,HH,1,03-02-2023,11:53:52
EDSD1007,East Deck Smoke Detector 8,HH,1,03-02-2023,11:53:52
EDSD1008,East Deck Smoke Detector 9,HH,0,03-02-2023,11:53:52
EDSD1009,East Deck Smoke Detector 10,HH,1,03-02-2023,11:53:52
EDFD2000,East Deck Heat Detector 1,HH,1,03-02-2023,11:53:53
EDFD2001,East Deck Heat Detector 2,HH,0,03-02-2023,11:53:53
EDFD2002,East Deck Heat Detector 3,HH,1,03-02-2023,11:53:53
EDHV3000,East Deck HVAC System 1,HH,1,03-02-2023,11:53:53
EDHV3001,East Decl HVAC System 2,HH,1,03-02-2023,11:53:53
EDSD1000,East Deck Smoke Detector 1,HH,0,03-02-2023,11:56:15
EDSD1001,East Deck Smoke Detector 2,HH,1,03-02-2023,11:56:15
EDSD1002,East Deck Smoke Detector 3,HH,0,03-02-2023,11:56:16
EDSD1003,East Deck Smoke Detector 4,HH,0,03-02-2023,11:56:16
EDSD1004,East Deck Smoke Detector 5,HH,1,03-02-2023,11:56:16
EDSD1005,East Deck Smoke Detector 6,HH,1,03-02-2023,11:56:16
EDSD1006,East Deck Smoke Detector 7,HH,0,03-02-2023,11:56:16
EDSD1007,East Deck Smoke Detector 8,HH,1,03-02-2023,11:56:16
EDSD1008,East Deck Smoke Detector 9,HH,0,03-02-2023,11:56:16
EDSD1009,East Deck Smoke Detector 10,HH,1,03-02-2023,11:56:16
EDFD2000,East Deck Heat Detector 1,HH,0,03-02-2023,11:56:17
EDFD2001,East Deck Heat Detector 2,HH,0,03-02-2023,11:56:17
EDFD2002,East Deck Heat Detector 3,HH,1,03-02-2023,11:56:17
EDHV3000,East Deck HVAC System 1,HH,0,03-02-2023,11:56:17
EDHV3001,East Decl HVAC System 2,HH,1,03-02-2023,11:56:17
EDSD1000,East Deck Smoke Detector 1,HH,0,03-02-2023,11:57:19
EDSD1001,East Deck Smoke Detector 2,HH,1,03-02-2023,11:57:19
EDSD1002,East Deck Smoke Detector 3,HH,0,03-02-2023,11:57:19
EDSD1003,East Deck Smoke Detector 4,HH,1,03-02-2023,11:57:20
EDSD1004,East Deck Smoke Detector 5,HH,1,03-02-2023,11:57:20
EDSD1005,East Deck Smoke Detector 6,HH,1,03-02-2023,11:57:20
EDSD1006,East Deck Smoke Detector 7,HH,0,03-02-2023,11:57:20
EDSD1007,East Deck Smoke Detector 8,HH,0,03-02-2023,11:57:20
EDSD1008,East Deck Smoke Detector 9,HH,0,03-02-2023,11:57:20
EDSD1009,East Deck Smoke Detector 10,HH,1,03-02-2023,11:57:20
EDFD2000,East Deck Heat Detector 1,HH,0,03-02-2023,11:57:20
EDFD2001,East Deck Heat Detector 2,HH,1,03-02-2023,11:57:21
EDFD2002,East Deck Heat Detector 3,HH,1,03-02-2023,11:57:21
EDHV3000,East Deck HVAC System 1,HH,1,03-02-2023,11:57:21
EDHV3001,East Decl HVAC System 2,HH,1,03-02-2023,11:57:21
EDSD1000,East Deck Smoke Detector 1,HH,1,03-02-2023,11:59:09
EDSD1001,East Deck Smoke Detector 2,HH,1,03-02-2023,11:59:09
EDSD1002,East Deck Smoke Detector 3,HH,0,03-02-2023,11:59:09
EDSD1003,East Deck Smoke Detector 4,HH,0,03-02-2023,11:59:10
EDSD1004,East Deck Smoke Detector 5,HH,0,03-02-2023,11:59:10
EDSD1005,East Deck Smoke Detector 6,HH,0,03-02-2023,11:59:10
EDSD1006,East Deck Smoke Detector 7,HH,1,03-02-2023,11:59:10
EDSD1007,East Deck Smoke Detector 8,HH,1,03-02-2023,11:59:10
EDSD1008,East Deck Smoke Detector 9,HH,1,03-02-2023,11:59:10
EDSD1009,East Deck Smoke Detector 10,HH,0,03-02-2023,11:59:10
EDFD2000,East Deck Heat Detector 1,HH,0,03-02-2023,11:59:10
EDFD2001,East Deck Heat Detector 2,HH,0,03-02-2023,11:59:11
EDFD2002,East Deck Heat Detector 3,HH,0,03-02-2023,11:59:11
EDHV3000,East Deck HVAC System 1,HH,0,03-02-2023,11:59:11
EDHV3001,East Decl HVAC System 2,HH,0,03-02-2023,11:59:11
EDSD1000,East Deck Smoke Detector 1,HH,0,03-02-2023,12:25:18
EDSD1001,East Deck Smoke Detector 2,HH,1,03-02-2023,12:25:19
EDSD1002,East Deck Smoke Detector 3,HH,1,03-02-2023,12:25:19
EDSD1003,East Deck Smoke Detector 4,HH,1,03-02-2023,12:25:19
EDSD1004,East Deck Smoke Detector 5,HH,1,03-02-2023,12:25:19
EDSD1005,East Deck Smoke Detector 6,HH,0,03-02-2023,12:25:19
EDSD1006,East Deck Smoke Detector 7,HH,0,03-02-2023,12:25:19
EDSD1007,East Deck Smoke Detector 8,HH,0,03-02-2023,12:25:19
EDSD1008,East Deck Smoke Detector 9,HH,1,03-02-2023,12:25:19
EDSD1009,East Deck Smoke Detector 10,HH,1,03-02-2023,12:25:19
EDFD2000,East Deck Heat Detector 1,HH,1,03-02-2023,12:25:20
EDFD2001,East Deck Heat Detector 2,HH,0,03-02-2023,12:25:20
EDFD2002,East Deck Heat Detector 3,HH,1,03-02-2023,12:25:20
EDHV3000,East Deck HVAC System 1,HH,1,03-02-2023,12:25:20
EDHV3001,East Decl HVAC System 2,HH,1,03-02-2023,12:25:20
EDSD1000,East Deck Smoke Detector 1,HH,1,03-02-2023,15:14:24
EDSD1001,East Deck Smoke Detector 2,HH,1,03-02-2023,15:14:24
EDSD1002,East Deck Smoke Detector 3,HH,1,03-02-2023,15:14:24
EDSD1003,East Deck Smoke Detector 4,HH,1,03-02-2023,15:14:24
EDSD1004,East Deck Smoke Detector 5,HH,1,03-02-2023,15:14:24
EDSD1005,East Deck Smoke Detector 6,HH,0,03-02-2023,15:14:24
EDSD1006,East Deck Smoke Detector 7,HH,0,03-02-2023,15:14:24
EDSD1008,East Deck Smoke Detector 9,HH,0,03-02-2023,15:14:24
EDSD1007,East Deck Smoke Detector 8,HH,0,03-02-2023,15:14:24
EDSD1009,East Deck Smoke Detector 10,HH,0,03-02-2023,15:14:25
EDFD2000,East Deck Heat Detector 1,HH,0,03-02-2023,15:14:25
EDFD2001,East Deck Heat Detector 2,HH,1,03-02-2023,15:14:25
EDFD2002,East Deck Heat Detector 3,HH,1,03-02-2023,15:14:25
EDHV3000,East Deck HVAC System 1,HH,1,03-02-2023,15:14:25
EDHV3001,East Deck HVAC System 2,HH,0,03-02-2023,15:14:25
EDSD1000,East Deck Smoke Detector 1,HH,1,03-02-2023,15:18:31
EDSD1001,East Deck Smoke Detector 2,HH,1,03-02-2023,15:18:31
EDSD1002,East Deck Smoke Detector 3,HH,0,03-02-2023,15:18:31
EDSD1003,East Deck Smoke Detector 4,HH,0,03-02-2023,15:18:31
EDSD1004,East Deck Smoke Detector 5,HH,1,03-02-2023,15:18:31
EDSD1005,East Deck Smoke Detector 6,HH,1,03-02-2023,15:18:31
EDSD1006,East Deck Smoke Detector 7,HH,0,03-02-2023,15:18:31
EDSD1007,East Deck Smoke Detector 8,HH,1,03-02-2023,15:18:31
EDSD1008,East Deck Smoke Detector 9,HH,1,03-02-2023,15:18:32
EDSD1009,East Deck Smoke Detector 10,HH,0,03-02-2023,15:18:32
EDFD2000,East Deck Heat Detector 1,HH,0,03-02-2023,15:18:32
EDFD2001,East Deck Heat Detector 2,HH,0,03-02-2023,15:18:32
EDFD2002,East Deck Heat Detector 3,HH,1,03-02-2023,15:18:32
EDHV3000,East Deck HVAC System 1,HH,1,03-02-2023,15:18:32
EDHV3001,East Deck HVAC System 2,HH,1,03-02-2023,15:18:32
EDSD1000,East Deck Smoke Detector 1,HH,0,03-02-2023,15:18:58
EDSD1001,East Deck Smoke Detector 2,HH,1,03-02-2023,15:18:58
EDSD1002,East Deck Smoke Detector 3,HH,0,03-02-2023,15:18:58
EDSD1003,East Deck Smoke Detector 4,HH,0,03-02-2023,15:18:58
EDSD1004,East Deck Smoke Detector 5,HH,0,03-02-2023,15:18:58
EDSD1005,East Deck Smoke Detector 6,HH,1,03-02-2023,15:18:58
EDSD1006,East Deck Smoke Detector 7,HH,0,03-02-2023,15:18:59
EDSD1007,East Deck Smoke Detector 8,HH,1,03-02-2023,15:18:59
EDSD1008,East Deck Smoke Detector 9,HH,1,03-02-2023,15:18:59
EDSD1009,East Deck Smoke Detector 10,HH,1,03-02-2023,15:18:59
EDFD2000,East Deck Heat Detector 1,HH,1,03-02-2023,15:18:59
EDFD2001,East Deck Heat Detector 2,HH,1,03-02-2023,15:18:59
EDFD2002,East Deck Heat Detector 3,HH,0,03-02-2023,15:18:59
EDHV3000,East Deck HVAC System 1,HH,0,03-02-2023,15:19:00
EDHV3001,East Deck HVAC System 2,HH,1,03-02-2023,15:19:00
EDSD1000,East Deck Smoke Detector 1,HH,0,03-02-2023,15:30:29
EDSD1001,East Deck Smoke Detector 2,HH,0,03-02-2023,15:30:29
EDSD1002,East Deck Smoke Detector 3,HH,1,03-02-2023,15:30:29
EDSD1003,East Deck Smoke Detector 4,HH,0,03-02-2023,15:30:30
EDSD1004,East Deck Smoke Detector 5,HH,0,03-02-2023,15:30:30
EDSD1005,East Deck Smoke Detector 6,HH,0,03-02-2023,15:30:30
EDSD1006,East Deck Smoke Detector 7,HH,0,03-02-2023,15:30:30
EDSD1007,East Deck Smoke Detector 8,HH,1,03-02-2023,15:30:30
EDSD1008,East Deck Smoke Detector 9,HH,0,03-02-2023,15:30:30
EDSD1009,East Deck Smoke Detector 10,HH,1,03-02-2023,15:30:30
