TagNO,Description,Trip Level,High/Low,Date,Time
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,15:51:42
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,25-01-2023,15:51:47
LDPT2002,Lower Deck Pressure Transmitter Valve3,LL,1,25-01-2023,15:51:49
LDPT2003,Lower Deck Pressure Transmitter Valve4,LL,1,25-01-2023,15:51:54
LDTT2003,Lower Deck Temperature Sensor Valve4,H,0,25-01-2023,15:51:55
LDPT2002,Lower Deck Pressure Transmitter Valve3,L,0,25-01-2023,15:51:56
LDTT3000,Lower Deck Temperature Sensor Pump1,LL,0,25-01-2023,15:51:59
LDLT1001,Lower Deck Level Transmitter Vessel2,LL,0,25-01-2023,15:52:04
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,25-01-2023,15:52:05
LDTT2001,Lower Deck Temperature Sensor Valve2,LL,1,25-01-2023,15:52:09
LDPT3000,Lowe Deck Pressure Transmitter Pump1,H,1,25-01-2023,15:52:11
LDPT3000,Lowe Deck Pressure Transmitter Pump1,L,0,25-01-2023,15:52:14
LDTT2001,Lower Deck Temperature Sensor Valve2,H,0,25-01-2023,15:52:16
LDTT1000,Lower Deck Temperature Sensor Vessel1,H,1,25-01-2023,15:52:19
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,25-01-2023,15:52:20
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,0,25-01-2023,15:52:24
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,1,25-01-2023,15:52:26
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,15:52:29
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,H,1,25-01-2023,15:52:32
LDPT2002,Lower Deck Pressure Transmitter Valve3,L,1,25-01-2023,15:52:34
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,25-01-2023,15:52:35
LDPT2002,Lower Deck Pressure Transmitter Valve3,L,1,25-01-2023,15:52:38
LDTT1000,Lower Deck Temperature Sensor Vessel1,LL,0,25-01-2023,15:52:40
LDPT1001,Lower Deck Pressure Transmitter Vessel2,LL,1,25-01-2023,19:04:04
LDTT2003,Lower Deck Temperature Sensor Valve4,LL,0,25-01-2023,19:04:06
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,25-01-2023,19:04:08
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,H,1,25-01-2023,19:04:10
LDPT2002,Lower Deck Pressure Transmitter Valve3,LL,1,25-01-2023,19:04:11
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,25-01-2023,19:04:12
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,1,25-01-2023,19:04:16
LDTT2000,Lower Deck Temperature Sensor Valve1,L,0,25-01-2023,19:04:19
LDTT3000,Lower Deck Temperature Sensor Pump1,LL,1,25-01-2023,19:05:06
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,L,1,25-01-2023,19:05:10
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,19:05:14
LDLT1001,Lower Deck Level Transmitter Vessel2,H,0,25-01-2023,19:05:17
LDPT3000,Lowe Deck Pressure Transmitter Pump1,H,1,25-01-2023,19:05:19
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,0,25-01-2023,19:05:24
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,25-01-2023,19:05:26
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,LL,1,25-01-2023,19:05:30
LDTT2001,Lower Deck Temperature Sensor Valve2,H,0,25-01-2023,19:05:33
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,0,25-01-2023,19:05:38
LDTT3000,Lower Deck Temperature Sensor Pump1,LL,0,25-01-2023,19:05:43
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,25-01-2023,19:05:46
LDTT2001,Lower Deck Temperature Sensor Valve2,LL,0,25-01-2023,19:05:50
LDTT2002,Lower Deck Temperature Sensor Valve3,LL,1,25-01-2023,19:05:52
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,25-01-2023,19:05:53
LDLT1000,Lower Deck Level Transmitter Vessel1,H,1,25-01-2023,19:05:58
LDPT3000,Lowe Deck Pressure Transmitter Pump1,H,1,25-01-2023,19:06:03
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,25-01-2023,19:07:30
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,25-01-2023,19:07:30
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,19:07:30
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,25-01-2023,19:07:30
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,25-01-2023,19:07:30
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,0,25-01-2023,19:07:31
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,0,25-01-2023,19:07:31
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,0,25-01-2023,19:07:31
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,0,25-01-2023,19:07:31
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,25-01-2023,19:07:31
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,0,25-01-2023,19:07:32
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,0,25-01-2023,19:07:32
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,1,25-01-2023,19:07:32
LDPT3000,Lowe Deck Pressure Transmitter Pump1,HH,0,25-01-2023,19:07:32
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,1,25-01-2023,19:07:32
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,25-01-2023,19:09:44
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,25-01-2023,19:09:46
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,19:09:48
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,25-01-2023,19:09:50
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,25-01-2023,19:30:21
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,25-01-2023,19:30:23
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,19:30:25
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,25-01-2023,19:30:27
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,25-01-2023,19:30:29
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,25-01-2023,19:30:31
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,0,25-01-2023,19:30:33
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,1,25-01-2023,19:30:35
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,0,25-01-2023,19:30:37
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,25-01-2023,19:30:39
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,25-01-2023,19:30:41
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,1,25-01-2023,19:30:43
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,1,25-01-2023,19:30:45
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,0,25-01-2023,19:30:47
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,25-01-2023,19:31:10
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,19:31:12
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,25-01-2023,19:31:14
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,25-01-2023,19:31:16
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,25-01-2023,19:31:18
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,25-01-2023,19:31:20
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,25-01-2023,19:32:43
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,19:32:45
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,25-01-2023,19:32:47
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,25-01-2023,19:32:49
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,25-01-2023,19:32:51
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,25-01-2023,19:33:32
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,19:33:34
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,19:33:36
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,25-01-2023,19:33:38
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,25-01-2023,19:33:40
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,25-01-2023,19:39:12
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,19:39:14
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,19:39:17
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,25-01-2023,19:39:18
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,25-01-2023,19:39:20
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,0,25-01-2023,19:39:23
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,25-01-2023,19:39:24
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,0,25-01-2023,19:39:27
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,0,25-01-2023,19:39:29
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,25-01-2023,19:41:24
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,25-01-2023,19:41:26
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,19:41:28
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,25-01-2023,19:41:30
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,25-01-2023,19:42:11
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,25-01-2023,19:42:13
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,25-01-2023,19:42:15
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,25-01-2023,19:44:31
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,19:44:33
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,19:44:35
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,25-01-2023,19:45:01
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,19:45:03
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,19:45:05
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,25-01-2023,19:46:44
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,25-01-2023,19:46:46
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,19:46:48
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,25-01-2023,19:46:50
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,25-01-2023,19:46:52
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,25-01-2023,19:58:40
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,25-01-2023,19:58:42
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,19:58:44
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,25-01-2023,19:58:46
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,25-01-2023,19:58:48
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,0,25-01-2023,19:58:50
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,25-01-2023,19:58:52
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,25-01-2023,19:59:18
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,19:59:20
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,25-01-2023,19:59:22
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,25-01-2023,19:59:24
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,25-01-2023,19:59:26
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,25-01-2023,19:59:28
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,25-01-2023,19:59:59
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,25-01-2023,20:00:01
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,25-01-2023,20:00:03
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,25-01-2023,20:00:05
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,25-01-2023,20:00:07
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,25-01-2023,20:09:13
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,20:09:14
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,20:09:16
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,25-01-2023,20:11:01
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,25-01-2023,20:11:03
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,20:11:05
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,25-01-2023,20:11:07
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,25-01-2023,20:31:28
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,20:31:30
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,25-01-2023,20:31:32
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,25-01-2023,20:31:34
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,25-01-2023,20:31:36
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,0,25-01-2023,20:31:38
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,25-01-2023,20:31:40
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,25-01-2023,20:39:03
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,20:39:05
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,25-01-2023,20:39:07
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,25-01-2023,20:39:09
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,25-01-2023,20:39:11
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,25-01-2023,20:39:13
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,0,25-01-2023,20:39:15
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,1,25-01-2023,20:39:17
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,25-01-2023,20:39:19
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,25-01-2023,20:39:21
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,25-01-2023,20:39:23
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,1,25-01-2023,20:39:25
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,1,25-01-2023,20:39:27
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,25-01-2023,20:40:04
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,20:40:06
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,25-01-2023,20:40:08
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,1,25-01-2023,20:40:10
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,25-01-2023,20:40:12
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,0,25-01-2023,20:40:14
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,25-01-2023,20:40:16
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,25-01-2023,20:42:10
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,1,25-01-2023,20:42:12
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,20:42:14
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,25-01-2023,20:42:16
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,0,25-01-2023,20:42:18
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,25-01-2023,20:42:20
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,25-01-2023,20:42:22
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,1,25-01-2023,20:42:24
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,25-01-2023,20:42:26
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,25-01-2023,20:42:28
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,25-01-2023,20:42:30
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,1,25-01-2023,20:42:32
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,0,25-01-2023,20:42:34
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,1,25-01-2023,20:42:36
LDPT3000,Lowe Deck Pressure Transmitter Pump1,HH,1,25-01-2023,20:42:38
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,25-01-2023,20:49:16
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,20:49:18
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,1,25-01-2023,20:49:20
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,25-01-2023,20:49:22
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,25-01-2023,20:49:24
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,1,25-01-2023,20:49:26
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,0,25-01-2023,20:49:28
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,1,25-01-2023,20:49:30
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,1,25-01-2023,20:49:32
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,0,25-01-2023,20:49:34
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,0,25-01-2023,20:49:36
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,0,25-01-2023,20:49:38
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,0,25-01-2023,20:49:40
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,0,25-01-2023,20:49:42
LDPT3000,Lowe Deck Pressure Transmitter Pump1,HH,0,25-01-2023,20:49:44
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,1,25-01-2023,20:49:46
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,0,25-01-2023,21:02:12
LDTT2000,Lower Deck Temperature Sensor Valve1,HH,0,25-01-2023,21:02:14
LDPT2001,Lowe Deck Pressure Transmitetr Valve2,HH,0,25-01-2023,21:02:16
LDTT2001,Lower Deck Temperature Sensor Valve2,HH,0,25-01-2023,21:02:18
LDPT2002,Lower Deck Pressure Transmitter Valve3,HH,1,25-01-2023,21:02:20
LDTT2002,Lower Deck Temperature Sensor Valve3,HH,0,25-01-2023,21:02:22
LDPT2003,Lower Deck Pressure Transmitter Valve4,HH,1,25-01-2023,21:02:24
LDTT2003,Lower Deck Temperature Sensor Valve4,HH,1,25-01-2023,21:02:26
LDPT1000,Lower Deck Pressure Transmitter Vessel1,HH,0,25-01-2023,21:02:28
LDLT1000,Lower Deck Level Transmitter Vessel1,HH,1,25-01-2023,21:02:30
LDTT1000,Lower Deck Temperature Sensor Vessel1,HH,1,25-01-2023,21:02:32
LDPT1001,Lower Deck Pressure Transmitter Vessel2,HH,0,25-01-2023,21:02:34
LDLT1001,Lower Deck Level Transmitter Vessel2,HH,1,25-01-2023,21:02:36
LDTT1001,Lower Deck Temperature sensor Vessel2,HH,1,25-01-2023,21:02:38
LDPT3000,Lowe Deck Pressure Transmitter Pump1,HH,0,25-01-2023,21:02:40
LDTT3000,Lower Deck Temperature Sensor Pump1,HH,1,25-01-2023,21:02:42
LDPT2000,Lower Deck Pressure Transmitter Valve1,HH,1,25-01-2023,21:11:05
