TagNO,Description,Trip Level,High/Low,Date,Time
LDSD6635,Lower Deck Smoke Detector,HH,1,19-01-2023,11:01:32
EDMO6783,East Deck Motor B Coolant Level,L,0,19-01-2023,11:01:37
EDMO6783,East Deck Motor B Coolant Level,H,0,19-01-2023,11:01:40
EDMO6782,East Deck Motor A Coolant Level,LL,0,19-01-2023,11:01:41
EDMO6783,East Deck Motor B Coolant Level,HH,1,19-01-2023,11:01:45
EDHV4565,East Deck HVAC B,H,0,19-01-2023,11:01:50
EDMO6782,East Deck Motor A Coolant Level,HH,1,19-01-2023,11:01:54
EDMO6782,East Deck Motor A Coolant Level,HH,0,19-01-2023,11:01:55
EDMO6782,East Deck Motor A Coolant Level,HH,0,19-01-2023,11:02:00
LDHV4562,Lower Deck HVAC A,H,1,19-01-2023,11:02:05
EDHV4564,East Deck HVAC A,H,1,19-01-2023,11:02:06
EDHV4564,East Deck HVAC A,H,0,19-01-2023,11:02:10
EDFD6536,East Deck Fire Detector ,HH,1,19-01-2023,11:02:13
EDMO6783,East Deck Motor B Coolant Level,L,0,19-01-2023,11:02:14
EDHV4564,East Deck HVAC A,H,1,19-01-2023,11:02:16
EDHV4565,East Deck HVAC B,H,0,19-01-2023,11:02:17
EDMO6782,East Deck Motor A Coolant Level,L,1,19-01-2023,11:02:21
EDMO6783,East Deck Motor B Coolant Level,LL,1,19-01-2023,11:02:22
EDFD6536,East Deck Fire Detector ,HH,1,19-01-2023,11:02:24
LDFD6535,Lower Deck Fire Detector ,HH,1,19-01-2023,11:02:27
EDFD6536,East Deck Fire Detector ,HH,0,19-01-2023,11:02:31
EDMO6783,East Deck Motor B Coolant Level,H,0,19-01-2023,11:02:34
LDFD6535,Lower Deck Fire Detector ,HH,1,19-01-2023,11:02:37
EDMO6782,East Deck Motor A Coolant Level,HH,1,19-01-2023,11:02:39
EDFD6537,East Deck Fire Detector ,HH,0,19-01-2023,11:02:40
EDMO6782,East Deck Motor A Coolant Level,L,0,19-01-2023,11:02:43
EDMO6783,East Deck Motor B Coolant Level,HH,0,19-01-2023,11:02:48
LDSD6635,Lower Deck Smoke Detector,HH,1,19-01-2023,11:02:50
LDSD6635,Lower Deck Smoke Detector,HH,0,19-01-2023,11:02:55
EDSD6637,East Deck Smoke Detector,HH,1,19-01-2023,11:02:57
LDFD6535,Lower Deck Fire Detector ,HH,1,19-01-2023,11:03:00
EDMO6783,East Deck Motor B Coolant Level,HH,0,19-01-2023,11:03:02
LDSD6635,Lower Deck Smoke Detector,HH,1,19-01-2023,11:03:07
EDHV4565,East Deck HVAC B,H,0,19-01-2023,11:03:10
EDHV4564,East Deck HVAC A,H,1,19-01-2023,11:03:15
EDMO6782,East Deck Motor A Coolant Level,LL,0,19-01-2023,11:03:16
EDHV4564,East Deck HVAC A,H,1,19-01-2023,11:03:17
LDHV4562,Lower Deck HVAC A,H,0,19-01-2023,11:03:21
EDMO6783,East Deck Motor B Coolant Level,H,1,19-01-2023,11:03:23
LDFD6535,Lower Deck Fire Detector ,HH,0,19-01-2023,11:03:24
EDFD6537,East Deck Fire Detector ,HH,0,19-01-2023,11:03:28
EDMO6783,East Deck Motor B Coolant Level,H,1,19-01-2023,11:03:32
EDMO6782,East Deck Motor A Coolant Level,LL,1,19-01-2023,11:03:33
LDFD6535,Lower Deck Fire Detector ,HH,1,19-01-2023,11:03:38
LDFD6535,Lower Deck Fire Detector ,HH,1,19-01-2023,11:03:40
EDFD6536,East Deck Fire Detector ,HH,0,19-01-2023,11:08:21
LDHV4563,Lower Deck HVAC B,H,1,19-01-2023,11:08:24
EDMO6783,East Deck Motor B Coolant Level,H,1,19-01-2023,11:08:25
EDMO6783,East Deck Motor B Coolant Level,HH,1,19-01-2023,11:08:30
EDMO6782,East Deck Motor A Coolant Level,HH,0,19-01-2023,11:08:32
LDSD6635,Lower Deck Smoke Detector,HH,1,19-01-2023,11:12:16
EDMO6783,East Deck Motor B Coolant Level,HH,1,19-01-2023,11:12:17
EDMO6782,East Deck Motor A Coolant Level,LL,0,19-01-2023,11:12:22
LDSD6634,Lower Deck Smoke Detector,HH,1,19-01-2023,11:12:23
EDSD6637,East Deck Smoke Detector,HH,1,19-01-2023,11:12:25
EDMO6783,East Deck Motor B Coolant Level,LL,0,19-01-2023,11:12:27
EDFD6536,East Deck Fire Detector ,HH,1,19-01-2023,11:12:30
EDMO6782,East Deck Motor A Coolant Level,HH,0,19-01-2023,11:14:17
EDHV4565,East Deck HVAC B,H,0,19-01-2023,11:14:19
EDSD6637,East Deck Smoke Detector,HH,0,19-01-2023,11:14:24
EDMO6782,East Deck Motor A Coolant Level,HH,0,19-01-2023,11:14:25
EDMO6782,East Deck Motor A Coolant Level,L,0,19-01-2023,11:14:28
EDSD6636,East Deck Smoke Detector,HH,0,19-01-2023,11:19:03
EDFD6536,East Deck Fire Detector ,HH,1,19-01-2023,11:19:08
EDMO6782,East Deck Motor A Coolant Level,HH,1,19-01-2023,11:20:10
LDSD6635,Lower Deck Smoke Detector,HH,0,19-01-2023,11:20:13
EDFD6536,East Deck Fire Detector ,HH,0,19-01-2023,11:20:16
EDMO6783,East Deck Motor B Coolant Level,H,0,19-01-2023,11:20:16
EDHV4565,East Deck HVAC B,H,0,19-01-2023,11:21:58
EDMO6783,East Deck Motor B Coolant Level,HH,1,19-01-2023,11:22:01
EDFD6536,East Deck Fire Detector ,HH,1,19-01-2023,11:22:03
EDSD6637,East Deck Smoke Detector,HH,1,19-01-2023,11:22:06
LDHV4562,Lower Deck HVAC A,H,0,19-01-2023,11:22:07
EDMO6783,East Deck Motor B Coolant Level,LL,0,19-01-2023,11:22:10
LDSD6635,Lower Deck Smoke Detector,HH,1,19-01-2023,11:22:13
EDMO6782,East Deck Motor A Coolant Level,L,0,19-01-2023,11:22:14
EDHV4564,East Deck HVAC A,H,1,19-01-2023,11:22:15
EDMO6782,East Deck Motor A Coolant Level,LL,0,19-01-2023,11:22:20
EDMO6783,East Deck Motor B Coolant Level,H,1,19-01-2023,11:22:23
EDFD6537,East Deck Fire Detector ,HH,0,19-01-2023,11:22:24
EDMO6782,East Deck Motor A Coolant Level,HH,0,19-01-2023,11:22:29
LDSD6635,Lower Deck Smoke Detector,HH,0,19-01-2023,11:22:30
EDMO6783,East Deck Motor B Coolant Level,H,1,19-01-2023,11:22:35
LDSD6634,Lower Deck Smoke Detector,HH,1,19-01-2023,11:27:08
LDFD6535,Lower Deck Fire Detector ,HH,0,19-01-2023,11:27:12
EDSD6636,East Deck Smoke Detector,HH,0,19-01-2023,11:27:37
LDSD6634,Lower Deck Smoke Detector,HH,0,19-01-2023,11:27:38
EDMO6783,East Deck Motor B Coolant Level,LL,0,19-01-2023,11:27:39
LDHV4562,Lower Deck HVAC A,H,0,19-01-2023,11:27:44
EDSD6636,East Deck Smoke Detector,HH,0,19-01-2023,11:27:46
LDHV4563,Lower Deck HVAC B,H,0,19-01-2023,11:27:47
LDHV4563,Lower Deck HVAC B,H,1,19-01-2023,11:27:52
LDHV4562,Lower Deck HVAC A,H,1,19-01-2023,11:27:56
LDSD6635,Lower Deck Smoke Detector,HH,0,19-01-2023,11:27:58
EDMO6782,East Deck Motor A Coolant Level,HH,1,19-01-2023,11:28:03
EDFD6536,East Deck Fire Detector ,HH,1,19-01-2023,11:28:06
EDSD6637,East Deck Smoke Detector,HH,1,19-01-2023,11:28:07
EDHV4565,East Deck HVAC B,H,1,19-01-2023,11:32:41
EDSD6636,East Deck Smoke Detector,HH,1,19-01-2023,11:32:42
EDFD6536,East Deck Fire Detector ,HH,1,19-01-2023,11:32:46
EDFD6536,East Deck Fire Detector ,HH,1,19-01-2023,11:32:50
LDHV4562,Lower Deck HVAC A,H,0,19-01-2023,11:32:52
EDMO6782,East Deck Motor A Coolant Level,LL,1,19-01-2023,11:32:55
LDSD6635,Lower Deck Smoke Detector,HH,0,19-01-2023,11:32:59
EDFD6536,East Deck Fire Detector ,HH,1,19-01-2023,11:33:02
LDHV4562,Lower Deck HVAC A,H,1,19-01-2023,11:33:04
EDMO6783,East Deck Motor B Coolant Level,LL,1,19-01-2023,11:34:09
EDHV4564,East Deck HVAC A,H,1,19-01-2023,11:34:11
EDMO6782,East Deck Motor A Coolant Level,HH,1,19-01-2023,11:34:13
EDSD6636,East Deck Smoke Detector,HH,0,19-01-2023,11:34:17
EDMO6782,East Deck Motor A Coolant Level,HH,0,19-01-2023,11:34:22
EDMO6783,East Deck Motor B Coolant Level,H,1,19-01-2023,11:34:27
EDMO6783,East Deck Motor B Coolant Level,HH,1,19-01-2023,11:34:29
EDSD6636,East Deck Smoke Detector,HH,1,19-01-2023,11:34:33
EDMO6782,East Deck Motor A Coolant Level,L,1,19-01-2023,11:34:38
EDMO6782,East Deck Motor A Coolant Level,LL,1,19-01-2023,11:34:39
EDMO6783,East Deck Motor B Coolant Level,L,0,19-01-2023,11:34:40
EDMO6783,East Deck Motor B Coolant Level,HH,1,19-01-2023,11:34:42
LDSD6634,Lower Deck Smoke Detector,HH,1,19-01-2023,11:34:44
EDMO6783,East Deck Motor B Coolant Level,LL,1,19-01-2023,11:34:49
EDMO6783,East Deck Motor B Coolant Level,H,1,19-01-2023,11:34:52
EDMO6783,East Deck Motor B Coolant Level,LL,1,19-01-2023,11:34:53
EDMO6782,East Deck Motor A Coolant Level,HH,0,19-01-2023,11:34:54
LDHV4562,Lower Deck HVAC A,H,0,19-01-2023,11:34:55
EDMO6782,East Deck Motor A Coolant Level,LL,0,19-01-2023,11:36:28
EDMO6782,East Deck Motor A Coolant Level,HH,0,19-01-2023,11:36:32
EDMO6782,East Deck Motor A Coolant Level,H,0,19-01-2023,11:36:37
EDMO6783,East Deck Motor B Coolant Level,HH,1,19-01-2023,11:36:41
EDMO6782,East Deck Motor A Coolant Level,L,1,19-01-2023,11:36:44
EDMO6782,East Deck Motor A Coolant Level,LL,0,19-01-2023,11:36:45
EDSD6637,East Deck Smoke Detector,HH,1,19-01-2023,11:36:50
EDMO6783,East Deck Motor B Coolant Level,LL,1,19-01-2023,11:36:51
EDMO6782,East Deck Motor A Coolant Level,L,0,19-01-2023,11:41:44
EDMO6783,East Deck Motor B Coolant Level,L,0,19-01-2023,11:41:48
EDSD6636,East Deck Smoke Detector,HH,1,19-01-2023,11:41:52
EDSD6637,East Deck Smoke Detector,HH,0,19-01-2023,11:41:54
LDHV4563,Lower Deck HVAC B,H,0,19-01-2023,11:41:58
EDSD6636,East Deck Smoke Detector,HH,1,19-01-2023,11:42:00
EDSD6637,East Deck Smoke Detector,HH,0,19-01-2023,11:42:04
EDMO6783,East Deck Motor B Coolant Level,HH,0,19-01-2023,11:42:05
LDHV4563,Lower Deck HVAC B,H,1,19-01-2023,11:42:10
